X,Y,Z,|V|,MAx,MAy,MAz,MAv
-0.303391,1.246063,10.414658,10.493323,-0.24,1.717,9.419,9.585
-0.342621,1.344131,10.650024,10.739977,-0.23,1.55,9.694,9.828
-0.283783,1.618713,9.512451,9.653367,-0.245,1.516,9.919,10.044
-0.185715,1.736404,8.924057,9.093315,-0.279,1.486,9.875,9.995
0.206558,1.971756,9.512451,9.716852,-0.151,1.668,9.65,9.801
0.285004,1.893311,9.924332,10.107335,0.006,1.805,9.468,9.643
0.265396,1.559875,10.336212,10.456621,0.143,1.79,9.674,9.844
0.10849,1.971756,9.787033,9.984268,0.216,1.849,9.89,10.066
-0.401459,2.246353,9.139801,9.420363,0.064,1.918,9.797,9.992
0.010422,1.991379,9.139801,9.354232,-0.004,1.942,9.601,9.804
0.06926,2.1875,9.688965,9.933076,-0.053,2.099,9.439,9.673
-0.166107,1.77562,10.296982,10.450275,-0.122,2.05,9.566,9.79
-0.264175,2.22673,9.414383,9.677744,-0.088,2.045,9.635,9.854
-0.185715,2.501312,8.767151,9.118881,-0.137,2.173,9.542,9.795
-0.048416,1.991379,9.747803,9.949251,-0.166,2.124,9.557,9.799
-0.283783,2.030594,10.218521,10.422189,-0.196,2.188,9.537,9.792
-0.048416,1.912918,9.414383,9.606883,-0.142,2.109,9.537,9.774
0.030029,1.991379,9.080963,9.296794,-0.088,1.982,9.615,9.819
0.147705,2.030594,9.904709,10.111794,-0.039,1.991,9.655,9.859
0.088867,2.265961,10.140076,10.390554,0.055,2.05,9.635,9.852
0.010422,1.873688,9.708588,9.887744,0.069,2.04,9.709,9.922
-0.107269,2.128662,9.747803,9.978095,0.035,2.075,9.875,10.092
-0.126877,2.1875,10.042007,10.278286,-0.034,2.114,9.91,10.134
-0.048416,2.462097,9.787033,10.09209,-0.068,2.163,9.821,10.059
-0.068039,2.128662,9.708588,9.939442,-0.088,2.227,9.821,10.072
-0.205322,2.109055,9.43399,9.669045,-0.112,2.222,9.743,9.995
-0.185715,1.952148,9.159409,9.366971,-0.127,2.163,9.522,9.767
-0.048416,2.22673,9.100571,9.369155,-0.127,2.104,9.351,9.586
0.049652,2.364029,9.492828,9.782887,-0.097,2.163,9.297,9.547
0.206558,2.1875,9.394775,9.648296,0.006,2.183,9.287,9.542
0.265396,2.560165,9.296707,9.646432,0.118,2.335,9.321,9.612
0.363464,2.717072,9.708588,10.088174,0.221,2.457,9.473,9.791
0.10849,2.717072,9.904709,10.271198,0.236,2.545,9.576,9.914
-0.087646,2.579773,9.159409,9.51618,0.162,2.644,9.517,9.881
-0.126877,2.756287,9.375153,9.772753,0.064,2.693,9.537,9.912
-0.068039,2.619003,9.845871,10.188473,-0.044,2.668,9.571,9.937
-0.264175,2.677841,9.551682,9.923469,-0.137,2.658,9.483,9.85
0.06926,2.795517,9.532059,9.933773,-0.097,2.712,9.576,9.955
0.049652,2.638611,9.865494,10.212379,-0.053,2.683,9.699,10.065
0.245773,2.403259,9.688965,9.985594,0.025,2.629,9.66,10.014
0.245773,2.167892,9.630127,9.874184,0.153,2.501,9.679,10.001
0.383072,2.167892,9.277084,9.534715,0.231,2.344,9.615,9.902
0.343842,2.109055,9.43399,9.672979,0.305,2.212,9.508,9.767
0.402679,2.462097,9.394775,9.720385,0.344,2.227,9.434,9.701
0.539978,2.775909,9.728195,10.130895,0.417,2.379,9.459,9.765
0.363464,2.619003,9.473221,9.835304,0.412,2.492,9.508,9.84
-0.068039,2.834747,9.080963,9.513375,0.31,2.673,9.419,9.8
-0.009201,2.1875,9.473221,9.722508,0.207,2.604,9.439,9.801
0.030029,2.167892,9.296707,9.546173,0.079,2.452,9.331,9.654
-0.068039,2.501312,9.080963,9.419399,-0.029,2.423,9.233,9.55
-0.205322,2.873978,9.179016,9.620615,-0.063,2.433,9.257,9.577
0.128098,2.422867,9.532059,9.835997,-0.029,2.492,9.272,9.606
0.10849,2.501312,9.610519,9.931285,-0.009,2.575,9.351,9.702
0.049652,1.971756,9.728195,9.926131,0.02,2.442,9.512,9.829
0.304611,2.324799,9.826263,10.102125,0.148,2.305,9.674,9.949
0.265396,2.442474,9.806656,10.109729,0.182,2.31,9.743,10.017
0.206558,2.22673,9.179016,9.447504,0.207,2.241,9.635,9.896
0.186935,2.128662,9.335922,9.577348,0.241,2.281,9.537,9.809
0.285004,1.991379,9.98317,10.183835,0.236,2.197,9.576,9.83
0.06926,2.638611,9.394775,9.758528,0.187,2.246,9.473,9.742
-0.126877,2.619003,8.924057,9.301294,0.104,2.344,9.409,9.705
-0.126877,2.775909,9.414383,9.815925,0.025,2.506,9.429,9.765
-0.107269,2.638611,9.845871,10.193868,-0.073,2.668,9.395,9.767
0.206558,2.579773,9.355545,9.706911,-0.039,2.653,9.385,9.755
0.206558,2.383636,8.747528,9.068828,0.045,2.594,9.341,9.696
0.48114,2.344406,9.198639,9.504878,0.197,2.487,9.287,9.619
0.618423,2.579773,10.159683,10.500326,0.378,2.472,9.365,9.695
0.44191,2.736679,9.747803,10.134316,0.437,2.511,9.463,9.802
0.52037,2.756287,8.64946,9.092913,0.515,2.604,9.439,9.808
0.657654,2.638611,9.02211,9.423017,0.56,2.678,9.395,9.788
0.500748,2.344406,10.277374,10.553265,0.53,2.619,9.424,9.801
0.265396,2.422867,10.042007,10.333568,0.486,2.541,9.498,9.851
0.128098,2.520935,9.296707,9.63329,0.388,2.482,9.66,9.986
0.010422,2.775909,9.002502,9.420766,0.226,2.516,9.655,9.985
0.06926,2.952423,8.904434,9.381393,0.118,2.668,9.311,9.692
0.10849,2.913193,10.042007,10.456595,0.079,2.791,9.311,9.723
0.579208,2.520935,10.0224,10.350802,0.192,2.791,9.493,9.902
0.716492,2.442474,9.06134,9.412063,0.368,2.707,9.508,9.9
0.363464,2.677841,9.218246,9.606196,0.442,2.639,9.586,9.956
0.030029,2.913193,9.728195,10.155066,0.422,2.639,9.508,9.881
0.030029,2.756287,9.885101,10.262224,0.285,2.697,9.473,9.859
-0.009201,2.520935,10.100845,10.410681,0.104,2.717,9.733,10.109
0.030029,2.540543,9.708588,10.035534,0.02,2.683,9.856,10.216
-0.048416,2.324799,8.806366,9.108189,0.001,2.536,9.625,9.954
0.06926,2.148285,9.512451,9.752264,0.01,2.384,9.532,9.827
0.147705,2.207123,9.767426,10.01478,0.05,2.305,9.449,9.728
0.343842,2.128662,9.571289,9.811167,0.128,2.202,9.414,9.672
0.010422,2.324799,9.159409,9.449845,0.143,2.202,9.503,9.757
-0.028809,2.344406,8.610245,8.923754,0.118,2.251,9.277,9.55
-0.303391,2.442474,8.904434,9.238326,0.006,2.31,9.061,9.356
0.088867,2.089432,9.728195,9.950447,-0.058,2.3,9.101,9.391
0.06926,2.148285,9.98317,10.211934,-0.044,2.256,9.307,9.581
0.010422,2.246353,9.355545,9.621457,-0.034,2.232,9.493,9.756
-0.009201,2.305191,8.904434,9.197985,0.04,2.197,9.493,9.745
-0.185715,2.148285,9.218246,9.467084,-0.029,2.212,9.365,9.625
-0.068039,2.775909,9.610519,10.003619,-0.063,2.369,9.272,9.573
-0.166107,2.462097,9.885101,10.188461,-0.107,2.423,9.405,9.714
-0.146484,2.579773,9.806656,10.14136,-0.142,2.492,9.63,9.95
-0.107269,2.697449,9.806656,10.171442,-0.122,2.629,9.777,10.126
0.147705,2.285568,9.708588,9.975085,-0.068,2.506,9.802,10.119
0.304611,2.089432,9.237869,9.476114,0.05,2.413,9.64,9.941
0.088867,2.285568,9.218246,9.497778,0.108,2.34,9.493,9.78
0.030029,2.109055,9.571289,9.800948,0.143,2.192,9.434,9.687
0.06926,2.560165,9.179016,9.529616,0.123,2.261,9.302,9.576
-0.283783,2.913193,9.532059,9.971327,-0.024,2.467,9.375,9.7
-0.460297,2.815125,9.885101,10.288441,-0.161,2.599,9.542,9.898
-0.205322,2.952423,9.512451,9.962213,-0.22,2.81,9.527,9.938
0.206558,2.717072,8.963272,9.368319,-0.186,2.849,9.473,9.898
0.186935,2.815125,9.688965,10.091378,-0.068,2.825,9.512,9.928
0.147705,2.775909,9.590897,9.985629,0.084,2.815,9.439,9.852
-0.068039,3.442764,9.159409,9.785296,0.118,2.938,9.351,9.808
-0.460297,3.109329,9.473221,9.981068,-0.048,3.036,9.478,9.961
-0.970245,2.972031,9.492828,9.994405,-0.338,3.075,9.429,9.937
-1.30368,2.422867,9.610519,9.996597,-0.701,2.987,9.434,9.939
-0.989853,2.736679,9.728195,10.154162,-0.931,2.81,9.576,10.032
-0.734894,3.207397,9.453613,10.009909,-1,2.835,9.571,10.039
-0.538757,2.913193,9.375153,9.832113,-0.892,2.82,9.542,9.998
-0.205322,2.854355,9.492828,9.914802,-0.617,2.928,9.512,9.978
0.010422,2.932816,9.943939,10.367422,-0.367,2.977,9.566,10.031
-0.342621,2.854355,9.139801,9.581268,-0.269,2.889,9.488,9.924
-0.283783,2.795517,9.06134,9.487009,-0.205,2.859,9.409,9.838
-0.440689,3.501602,9.64975,10.274877,-0.264,3.021,9.449,9.928
-0.597595,3.619278,9.473221,10.158652,-0.416,3.193,9.331,9.875
-0.695663,3.227005,9.198639,9.773048,-0.504,3.286,9.346,9.923
-0.479919,3.227005,9.747803,10.279277,-0.553,3.394,9.517,10.121
0.324234,3.56044,9.904709,10.5302,-0.362,3.408,9.581,10.185
0.81456,3.481979,9.610519,10.254256,-0.009,3.374,9.615,10.209
0.48114,2.932816,9.708588,10.153304,0.285,3.301,9.743,10.304
0.677277,2.462097,9.826263,10.152639,0.574,3.109,9.763,10.273
-0.107269,2.619003,9.492828,9.84807,0.466,2.874,9.66,10.102
-1.342896,2.59938,9.100571,9.559317,-0.073,2.653,9.532,9.928
-1.284058,2.854355,9.43399,9.939634,-0.514,2.634,9.463,9.875
-0.8918,2.893585,9.590897,10.057507,-0.907,2.742,9.405,9.851
-0.440689,2.873978,9.64975,10.078275,-0.99,2.805,9.444,9.909
0.010422,3.14856,9.473221,9.982758,-0.652,2.943,9.537,10.015
-0.205322,3.207397,9.551682,10.077905,-0.382,3.031,9.566,10.049
-0.793732,3.089722,9.120178,9.66199,-0.357,3.08,9.449,9.95
-0.8918,2.893585,9.237869,9.721439,-0.47,3.085,9.346,9.861
-0.989853,2.834747,9.179016,9.657636,-0.72,3.006,9.272,9.78
-0.617203,2.991653,9.826263,10.290111,-0.823,2.952,9.341,9.833
-0.048416,3.462372,9.492828,10.10466,-0.637,3.046,9.434,9.943
-0.538757,3.403534,9.669357,10.265027,-0.549,3.173,9.542,10.079
-0.224945,3.109329,9.335922,9.842661,-0.357,3.242,9.581,10.126
-0.048416,2.638611,9.218246,9.58857,-0.215,3.153,9.429,9.95
-0.303391,2.344406,9.610519,9.896988,-0.279,2.874,9.459,9.898
-0.911407,2.069824,9.355545,9.625023,-0.372,2.541,9.38,9.738
-1.617493,2.442474,8.786758,9.26224,-0.72,2.374,9.243,9.593
-1.813614,2.775909,9.394775,9.962764,-1.161,2.408,9.287,9.687
-1.55864,2.873978,9.453613,10.002995,-1.475,2.541,9.248,9.713
-0.323013,3.050491,8.904434,9.418003,-1.328,2.786,9.135,9.662
0.088867,3.030884,9.394775,9.871978,-0.902,2.933,9.287,9.814
0.363464,3.109329,10.0224,10.49993,-0.357,3.016,9.444,9.948
0.265396,3.540817,10.100845,10.706769,0.099,3.183,9.606,10.124
-0.048416,2.932816,9.943939,10.36753,0.167,3.153,9.865,10.362
-0.166107,3.501602,9.865494,10.469803,0.104,3.271,9.983,10.511
-0.538757,2.893585,9.02211,9.490077,-0.122,3.217,9.733,10.259
-0.636826,3.128937,9.02211,9.570489,-0.348,3.114,9.463,9.974
-0.205322,3.089722,9.532059,10.022409,-0.387,3.153,9.36,9.888
-0.479919,2.952423,9.610519,10.065248,-0.465,3.016,9.297,9.787
-0.166107,3.972321,9.218246,10.039073,-0.372,3.286,9.346,9.924
0.245773,3.678116,9.179016,9.891576,-0.151,3.423,9.385,10.005
0.324234,3.59967,9.787033,10.433061,-0.019,3.551,9.449,10.107
0.304611,3.52121,10.140076,10.738382,0.177,3.693,9.581,10.276
0.343842,3.501602,10.316589,10.900067,0.305,3.575,9.856,10.491
-0.283783,3.423141,9.708588,10.298306,0.172,3.511,9.988,10.592
-0.381851,3.050491,8.512177,9.050329,-0.004,3.374,9.669,10.247
-0.362228,3.128937,9.257477,9.778667,-0.171,3.276,9.449,10.007
-0.558365,3.717346,10.336212,10.998532,-0.397,3.33,9.454,10.031
-0.950638,3.089722,9.492828,10.028155,-0.563,3.247,9.4,9.964
-0.832947,2.717072,8.884827,9.32826,-0.676,3.163,9.493,10.033
-0.323013,2.697449,9.453613,9.836228,-0.666,3.055,9.542,10.048
0.128098,2.717072,9.355545,9.742952,-0.495,2.805,9.297,9.734
0.363464,2.481705,9.316315,9.64804,-0.166,2.653,9.253,9.639
-0.009201,3.050491,10.238144,10.682938,0.04,2.737,9.591,9.978
-0.185715,3.462372,10.39505,10.958083,0.074,2.928,9.826,10.258
-0.283783,3.619278,8.884827,9.597909,-0.029,3.153,9.709,10.222
-0.499527,3.383911,9.159409,9.777277,-0.245,3.379,9.669,10.254
-0.068039,3.638885,9.669357,10.33163,-0.259,3.526,9.527,10.166
-0.597595,2.873978,9.375153,9.823968,-0.362,3.379,9.272,9.883
-0.264175,2.207123,8.512177,8.797632,-0.357,3.026,9.179,9.683
-0.048416,2.462097,8.943665,9.276497,-0.245,2.796,9.125,9.557
-0.499527,2.59938,10.375427,10.707744,-0.352,2.536,9.302,9.651
-0.401459,2.815125,10.35582,10.739139,-0.303,2.521,9.547,9.88
-0.126877,2.736679,9.512451,9.899103,-0.269,2.653,9.797,10.156
-0.381851,3.070099,9.179016,9.686364,-0.352,2.805,9.856,10.258
-0.519135,2.913193,8.924057,9.401861,-0.357,2.884,9.493,9.932
-0.440689,2.697449,9.237869,9.633725,-0.367,2.854,9.213,9.655
-0.793732,3.266235,9.179016,9.775103,-0.534,2.987,9.13,9.624
-0.832947,2.854355,9.335922,9.797989,-0.647,2.933,9.169,9.652
-0.85257,3.128937,9.492828,10.031496,-0.73,2.987,9.311,9.81
-0.695663,3.128937,10.35582,10.840535,-0.794,3.095,9.591,10.111
-0.264175,3.540817,9.826263,10.448092,-0.661,3.163,9.753,10.28
-0.166107,3.501602,9.218246,9.862296,-0.495,3.325,9.723,10.296
-0.166107,3.011261,8.512177,9.030638,-0.323,3.296,9.478,10.045
0.10849,2.383636,8.963272,9.275437,-0.122,3.109,9.13,9.654
0.206558,3.383911,8.924057,9.546325,-0.004,3.07,8.904,9.429
-0.519135,3.325073,9.414383,9.997811,-0.093,3.026,8.953,9.463
-1.068314,3.56044,9.571289,10.267794,-0.318,3.163,9.218,9.772
-1.009476,3.109329,9.532059,10.077059,-0.598,3.345,9.36,9.972
-0.774109,2.717072,9.100571,9.529014,-0.843,3.178,9.405,9.968
-0.676041,2.795517,9.355545,9.787654,-0.882,3.046,9.39,9.915
-0.479919,3.14856,9.64975,10.161763,-0.735,2.943,9.409,9.889
-0.323013,2.834747,9.139801,9.574763,-0.563,2.874,9.311,9.763
-0.087646,2.815125,8.590622,9.040542,-0.392,2.898,9.184,9.641
0.049652,2.952423,9.179016,9.642282,-0.21,2.938,9.14,9.605
-0.342621,2.952423,9.885101,10.322278,-0.176,2.889,9.199,9.645
-0.538757,3.070099,9.806656,10.290105,-0.23,2.948,9.365,9.824
-1.068314,3.266235,9.335922,9.948318,-0.475,3.06,9.552,10.051
-0.872177,2.854355,9.394775,9.857476,-0.705,3.036,9.606,10.105
-1.107544,3.050491,9.963562,10.478775,-0.897,3.06,9.625,10.144
-0.617203,3.050491,9.277084,9.78523,-0.916,3.055,9.493,10.017
-0.264175,2.972031,8.786758,9.279541,-0.715,2.982,9.356,9.85
0.147705,3.109329,9.590897,10.083404,-0.46,3.046,9.405,9.907
0.383072,2.972031,9.669357,10.123052,-0.088,3.026,9.331,9.818
-0.205322,2.815125,9.806656,10.204783,0.015,2.967,9.463,9.923
-0.558365,2.932816,9.198639,9.670995,-0.058,2.957,9.566,10.021
-0.85257,2.834747,9.159409,9.625873,-0.308,2.889,9.459,9.906
-0.872177,3.266235,9.688965,10.261824,-0.622,2.962,9.463,9.941
-0.656433,3.423141,9.885101,10.481604,-0.735,3.114,9.483,10.01
-0.440689,3.717346,9.375153,10.094868,-0.705,3.31,9.527,10.116
0.226166,3.52121,9.453613,10.090633,-0.436,3.482,9.601,10.232
0.873398,3.678116,10.061615,10.74837,0.001,3.585,9.694,10.354
0.794952,3.364304,9.826263,10.416618,0.363,3.57,9.679,10.338
0.618423,3.14856,9.041733,9.594207,0.628,3.428,9.596,10.212
0.677277,3.030884,9.375153,9.876155,0.741,3.305,9.576,10.159
0.402679,3.207397,9.630127,10.158193,0.623,3.188,9.468,10.011
0.088867,3.168167,9.355545,9.877824,0.447,3.139,9.351,9.877
-0.009201,3.070099,9.257477,9.75328,0.29,3.119,9.405,9.916
-0.362228,3.089722,9.630127,10.120125,0.03,3.134,9.468,9.977
-0.401459,3.011261,9.943939,10.397634,-0.171,3.085,9.547,10.037
0.049652,2.658218,9.728195,10.084957,-0.181,2.957,9.64,10.089
0.343842,2.775909,9.551682,9.952815,-0.093,2.884,9.713,10.139
0.736115,2.736679,9.943939,10.339884,0.182,2.796,9.792,10.194
1.147995,2.619003,9.747803,10.158579,0.569,2.697,9.743,10.134
1.010696,2.579773,9.885101,10.266059,0.81,2.678,9.782,10.179
0.716492,2.520935,9.806656,10.150812,0.903,2.614,9.846,10.229
0.167328,2.658218,9.296707,9.670723,0.761,2.594,9.684,10.062
-0.205322,2.775909,9.02211,9.441732,0.422,2.634,9.503,9.882
-0.107269,2.756287,9.179016,9.584516,0.143,2.678,9.326,9.712
0.030029,2.717072,9.64975,10.025021,-0.029,2.727,9.287,9.681
0.285004,2.834747,9.512451,9.929942,0.001,2.771,9.341,9.745
0.245773,2.501312,9.159409,9.497986,0.113,2.702,9.375,9.759
0.128098,2.677841,9.277084,9.656683,0.172,2.683,9.4,9.777
-0.244553,2.638611,8.982895,9.3656,0.104,2.663,9.233,9.613
-0.264175,2.913193,9.237869,9.689928,-0.034,2.683,9.164,9.553
-0.244553,2.952423,9.610519,10.056774,-0.156,2.796,9.277,9.692
-0.323013,2.854355,9.571289,9.99306,-0.269,2.84,9.351,9.776
-0.028809,2.815125,9.492828,9.901492,-0.215,2.884,9.478,9.91
-0.126877,2.540543,9.316315,9.657338,-0.181,2.791,9.498,9.902
0.147705,2.893585,9.453613,9.887642,-0.083,2.776,9.459,9.86
0.226166,2.795517,9.316315,9.729326,0.055,2.761,9.395,9.794
-0.009201,2.717072,9.06134,9.459939,0.059,2.737,9.287,9.684
0.088867,2.736679,9.394775,9.785658,0.113,2.786,9.307,9.716
0.10849,2.854355,9.669357,10.082439,0.104,2.776,9.36,9.764
-0.323013,2.756287,9.904709,10.286142,-0.034,2.766,9.508,9.904
-0.283783,2.1875,9.747803,9.994266,-0.102,2.634,9.679,10.037
-0.048416,2.285568,8.924057,9.212218,-0.137,2.521,9.561,9.894
-0.126877,2.383636,9.198639,9.503304,-0.196,2.403,9.444,9.749
-0.126877,2.756287,9.394775,9.791579,-0.146,2.403,9.316,9.625
-0.028809,2.520935,9.747803,10.068545,-0.083,2.487,9.316,9.644
0.206558,2.364029,9.551682,9.842049,-0.019,2.506,9.473,9.801
0.285004,2.383636,9.120178,9.430832,0.084,2.506,9.454,9.783
0.285004,2.167892,9.100571,9.35956,0.187,2.359,9.38,9.675
0.186935,2.148285,10.238144,10.462775,0.241,2.266,9.503,9.774
0.245773,1.912918,10.140076,10.32186,0.251,2.153,9.65,9.894
0.049652,2.22673,9.041733,9.31202,0.192,2.114,9.63,9.864
-0.146484,2.481705,8.924057,9.26386,0.084,2.192,9.586,9.84
0.049652,2.324799,9.963562,10.231311,0.05,2.237,9.517,9.782
0.088867,1.932526,9.826263,10.014889,0.01,2.241,9.439,9.706
0.147705,2.069824,9.335922,9.563757,0.035,2.202,9.512,9.768
0.049652,2.403259,9.335922,9.640413,0.084,2.183,9.615,9.863
-0.009201,2.520935,9.865494,10.182493,0.069,2.232,9.591,9.85
0.128098,2.619003,10.100845,10.435644,0.079,2.403,9.66,9.956
-0.146484,2.462097,9.512451,9.827009,0.006,2.501,9.704,10.021
-0.264175,2.344406,9.02211,9.325475,-0.073,2.487,9.625,9.943
-0.107269,2.167892,9.885101,10.120597,-0.097,2.398,9.63,9.927
0.049652,1.873688,10.081238,10.254,-0.117,2.212,9.625,9.882
0.167328,1.81485,9.865494,10.03243,-0.039,2.05,9.713,9.933
0.265396,2.050217,9.002502,9.236822,0.094,1.977,9.709,9.911
0.206558,1.991379,9.532059,9.740041,0.172,1.933,9.62,9.816
0.422302,2.069824,10.296982,10.511439,0.265,1.982,9.674,9.88
0.285004,2.128662,9.767426,10.000751,0.295,2.06,9.65,9.872
0.343842,1.873688,9.375153,9.566735,0.314,2.016,9.743,9.955
0.10849,1.677567,9.845871,9.988352,0.29,1.937,9.821,10.017
0.167328,1.893311,9.767426,9.95064,0.226,1.893,9.689,9.877
0.10849,2.207123,9.355545,9.61298,0.182,1.913,9.586,9.78
-0.224945,2.167892,9.669357,9.911954,0.04,1.986,9.66,9.866
-0.342621,2.1875,9.98317,10.225762,-0.073,2.114,9.694,9.925
-0.597595,2.167892,9.512451,9.774641,-0.264,2.183,9.63,9.881
-0.656433,2.1875,9.02211,9.306693,-0.455,2.178,9.547,9.805
-0.460297,2.305191,10.238144,10.50454,-0.514,2.212,9.689,9.953
-0.558365,2.344406,10.0224,10.30808,-0.568,2.251,9.699,9.974
-0.323013,2.167892,9.43399,9.68526,-0.5,2.251,9.679,9.951
-0.205322,2.207123,9.277084,9.538231,-0.387,2.256,9.743,10.009
-0.342621,2.344406,9.512451,9.803079,-0.357,2.266,9.561,9.834
-0.303391,1.873688,9.492828,9.680731,-0.294,2.148,9.429,9.677
-0.421082,1.48143,9.590897,9.713766,-0.318,1.977,9.468,9.684
-0.8918,1.716782,9.198639,9.399873,-0.49,1.854,9.449,9.649
-0.931015,2.030594,9.139801,9.408829,-0.637,1.776,9.356,9.551
-0.636826,1.638336,9.237869,9.403612,-0.72,1.717,9.292,9.482
-0.479919,1.559875,9.532059,9.670764,-0.735,1.736,9.277,9.471
-0.283783,1.48143,10.081238,10.193455,-0.583,1.678,9.498,9.669
-0.617203,1.873688,10.238144,10.426468,-0.504,1.638,9.772,9.924
-0.597595,1.873688,9.64975,9.848121,-0.495,1.697,9.875,10.035
-0.519135,1.952148,9.257477,9.475297,-0.504,1.795,9.807,9.986
-0.676041,2.207123,9.532059,9.807577,-0.602,1.977,9.669,9.889
-0.617203,1.893311,9.688965,9.891491,-0.602,1.982,9.532,9.756
-0.460297,2.089432,10.002777,10.229035,-0.568,2.036,9.62,9.851
-0.813339,2.010986,9.688965,9.928828,-0.642,2.05,9.728,9.964
-1.048706,1.756012,9.296707,9.51904,-0.735,1.937,9.669,9.892
-0.774109,1.912918,9.551682,9.772058,-0.774,1.942,9.635,9.862
-0.656433,2.010986,9.728195,9.955539,-0.823,1.923,9.566,9.794
-1.048706,1.873688,9.669357,9.904896,-0.882,1.888,9.561,9.788
-0.695663,1.77562,9.473221,9.663265,-0.794,1.893,9.606,9.824
-0.146484,1.991379,9.963562,10.161674,-0.637,1.913,9.709,9.921
-0.244553,2.422867,9.845871,10.142547,-0.534,2.016,9.738,9.968
-0.166107,2.1875,9.394775,9.647515,-0.313,2.094,9.669,9.904
-0.107269,2.403259,9.355545,9.659885,-0.166,2.251,9.64,9.903
-0.146484,2.167892,9.551682,9.795705,-0.166,2.295,9.537,9.811
-0.479919,2.167892,9.179016,9.44375,-0.225,2.232,9.37,9.637
-0.087646,1.991379,9.688965,9.891881,-0.205,2.183,9.444,9.698
-0.146484,1.932526,10.257751,10.439233,-0.215,2.065,9.669,9.893
-0.440689,1.77562,9.532059,9.706038,-0.289,1.967,9.664,9.87
-0.264175,1.795242,9.473221,9.645444,-0.235,1.874,9.738,9.921
-0.323013,1.795242,9.728195,9.897728,-0.294,1.825,9.748,9.922
-0.577988,2.050217,9.708588,9.939524,-0.401,1.854,9.611,9.797
-0.577988,2.010986,9.492828,9.720696,-0.436,1.913,9.601,9.801
-0.460297,2.1875,9.747803,10.000835,-0.485,2.011,9.669,9.89
-0.440689,1.932526,9.590897,9.793578,-0.514,2.045,9.635,9.864
-0.460297,2.030594,9.571289,9.795139,-0.485,2.04,9.601,9.828
-0.577988,1.873688,9.590897,9.789283,-0.485,2.006,9.625,9.845
-0.499527,1.167618,9.453613,9.538536,-0.495,1.751,9.552,9.729
-0.283783,1.638336,9.688965,9.830601,-0.455,1.678,9.576,9.738
-0.146484,1.795242,9.512451,9.681481,-0.377,1.619,9.561,9.71
-0.519135,2.207123,9.375153,9.645433,-0.362,1.702,9.508,9.674
-0.244553,2.030594,9.806656,10.017666,-0.298,1.918,9.596,9.794
-0.519135,1.85408,9.453613,9.64769,-0.357,1.972,9.537,9.748
-0.087646,1.167618,9.296707,9.370153,-0.343,1.815,9.483,9.67
0.030029,1.285294,9.865494,9.948912,-0.205,1.584,9.606,9.746
-0.460297,1.324524,10.140076,10.236571,-0.259,1.408,9.689,9.801
-0.421082,1.206848,9.296707,9.384165,-0.235,1.246,9.65,9.735
-0.283783,1.599106,9.453613,9.592105,-0.284,1.354,9.689,9.79
-0.558365,1.756012,9.787033,9.958984,-0.431,1.472,9.669,9.793
-0.597595,1.81485,9.728195,9.91406,-0.465,1.594,9.566,9.712
-0.813339,1.873688,9.179016,9.40354,-0.563,1.761,9.537,9.717
-0.538757,2.089432,9.64975,9.888056,-0.627,1.883,9.586,9.791
-0.323013,2.540543,9.904709,10.230442,-0.568,2.08,9.615,9.859
0.010422,2.677841,9.453613,9.825566,-0.416,2.295,9.547,9.837
0.010422,2.579773,9.669357,10.007587,-0.21,2.472,9.669,9.988
-0.009201,2.069824,10.042007,10.253105,-0.078,2.467,9.767,10.079
-0.205322,2.069824,9.453613,9.679728,-0.048,2.349,9.655,9.942
-0.401459,2.128662,9.06134,9.316666,-0.151,2.212,9.557,9.814
-0.381851,2.089432,9.492828,9.727555,-0.249,2.089,9.512,9.744
-0.264175,2.1875,9.963562,10.204289,-0.313,2.119,9.493,9.732
-0.048416,2.148285,9.512451,9.752138,-0.274,2.138,9.508,9.75
0.088867,2.265961,9.257477,9.531178,-0.151,2.173,9.557,9.804
-0.185715,1.677567,10.061615,10.202197,-0.102,2.07,9.699,9.922
0.226166,1.402969,9.885101,9.986726,0.02,1.874,9.679,9.868
0.147705,1.4422,9.198639,9.312181,0.069,1.697,9.601,9.758
-0.068039,1.383362,9.610519,9.70981,0.03,1.477,9.689,9.803
0.10849,1.599106,9.728195,9.859345,0.104,1.457,9.606,9.717
-0.107269,1.618713,9.767426,9.901229,0.02,1.511,9.576,9.696
-0.244553,1.85408,9.904709,10.079716,-0.078,1.614,9.753,9.888
-0.244553,1.834473,9.806656,9.979759,-0.122,1.727,9.802,9.955
-0.264175,1.559875,9.669357,9.797932,-0.215,1.717,9.787,9.94
-0.048416,1.77562,9.257477,9.426348,-0.2,1.756,9.66,9.821
-0.107269,1.579498,9.767426,9.894894,-0.166,1.687,9.625,9.775
-0.166107,1.638336,10.120468,10.253566,-0.146,1.638,9.704,9.843
0.049652,1.677567,9.453613,9.601432,-0.068,1.668,9.65,9.794
0.049652,1.697174,9.43399,9.585564,-0.044,1.648,9.694,9.834
0.010422,1.48143,9.767426,9.879137,-0.014,1.624,9.694,9.83
0.10849,1.736404,9.845871,9.998402,0.055,1.648,9.625,9.766
-0.126877,1.52066,9.747803,9.866517,0.01,1.609,9.699,9.832
-0.185715,1.540268,9.845871,9.967351,-0.048,1.57,9.802,9.928
